                  id                  |  max  |                name                
 sr_bindler                           |  2105 | S.R. Bindler
 robert_rossen                        |  3186 | Robert Rossen
 1178642-jonathan_king                |  9614 | Jonathan King
 ernie_barbarash                      |  8578 | Ernie Barbarash
 lloyd_kaufman                        |  8252 | Lloyd Kaufman
 bibo_bergeron                        |  7835 | Bibo Bergeron
 vic_sarin                            |  3830 | Vic Sarin
 daniel_stern                         |  4764 | Daniel Stern
 danis_tanovic                        |  4630 | Danis Tanovic
 rawson_marshall_thurber              |  7505 | Rawson Marshall Thurber
 leonard_kastle                       |  6200 | Leonard Kastle
 andrew_cymek                         |  9586 | Andrew Cymek
 doug_mcgrath                         |  5617 | Doug McGrath
 guy_crawford                         |  1628 | Guy Crawford
 charles_burnett                      |   235 | Charles Burnett
 alain_resnais                        |  8631 | Alain Resnais
 blair_treu                           |  4427 | Blair Treu
 john_gatins                          |  8870 | John Gatins
 darrell_roodt                        |  7419 | Darrell Roodt
 guy_green                            |  5790 | Guy Green
 reginald_hudlin                      | 10115 | Reginald Hudlin
 _0412999                             |  2363 | Dariusz Jablonski
 lynn_hershmannleeson                 |  3025 | Lynn Hershmann-Leeson
 jeff-wadlow                          |  9770 | Jeff Wadlow
 patrick_hasburgh                     |  5222 | Patrick Hasburgh
 john_lafia                           |  6220 | John Lafia
 erik_skjoldbjaerg                    |  5832 | Erik Skjoldbjaerg
 dagur_kari                           |  6927 | Dagur Kári
 hert_bochner                         |  6393 | Hert Bochner
 bill_whelan                          |  1279 | Bill Whelan
 juzo_itami                           | 10002 | Juzo Itami
 tim_hill                             |  9661 | Tim Hill
 james_ivory                          |  8967 | James Ivory
 brian_robbins                        |  9894 | Brian Robbins
 amos_poe                             |  3895 | Amos Poe
 stephan_elliott                      |  2975 | Stephan Elliott
 jean_rollin                          |  4854 | Jean Rollin
 philippe_claudel                     | 10121 | Philippe Claudel
 richard_gordon                       | 10155 | Richard Gordon
 mark_decena                          |  6455 | Mark Decena
 chico_marx                           |  7676 | Chico Marx
 emilio_estevez                       |  9283 | Emilio Estevez
 770890969                            |  9247 | Georgi Vasiliev#37678
 david_raynr                          |  5161 | David Raynr
 martin_perreault                     |  4137 | Martin Perreault
 joshua-marston                       |  7591 | Joshua Marston
 howard_hawks                         |  8603 | Howard Hawks
 robert_towne                         |  9035 | Robert Towne
 bruce_kessler                        |  3312 | Bruce Kessler
 campbell_scott                       |  8685 | Campbell Scott
 richard_quine                        |  8573 | Richard Quine
 roy_rowland                          |  3979 | Roy Rowland
 david_steinberg                      |  5303 | David Steinberg
 duncan_roy                           |  7824 | Duncan Roy
 alain_corneau                        |  8306 | Alain Corneau
 george_pollock                       |  7383 | George Pollock
 david_webb_peoples                   |  6176 | David Webb Peoples
 kim_longinotto                       |  7068 | Kim Longinotto
 robert_altman                        |  9219 | Robert Altman
 nelson_mccormick                     |  9808 | Nelson McCormick
 steven_schachter                     |  8726 | Steven Schachter
 herve_palud                          |   611 | Hervé Palud
 po_chih_leong                        |  3722 | Po Chih Leong
 1128005-kirk_jones                   |  9001 | Kirk Jones
 peter_lord                           |  3455 | Peter Lord
 1064812-andy_jones                   |  8311 | Andy Jones
 don_mancini                          |  7892 | Don Mancini
 mikael_salomon                       |  5911 | Mikael Salomon
 eddy-terstall                        |  8699 | Eddy Terstall
 gabriel_axel                         |  6373 | Gabriel Axel
 dennis_hopper                        |  7678 | Dennis Hopper
 ash-brannon                          |  9482 | Ash Brannon
 david_moreton                        |  2393 | David Moreton
 morton_dacosta                       |  8050 | Morton DaCosta
 rupert_julian                        |  4465 | Rupert Julian
 patrick_stettner                     |  9166 | Patrick Stettner
 shirley_barrett                      |  1419 | Shirley Barrett
 sf_brownrigg                         |  2611 | S.F. Brownrigg
 joan_churchill                       |  6740 | Joan Churchill
 michael_nankin                       |  4020 | Michael Nankin
 1191225-chris_eska                   |  9965 | Chris Eska
 shinsuke_sato                        |  6188 | Shinsuke Sato
 david_mackenzie                      |  9756 | David Mackenzie
 james-cox                            |  6448 | James Cox
 jack-fisk                            |  5480 | Jack Fisk
 steven_cantor                        |  9374 | Steven Cantor
 marshall_brickman                    |  5087 | Marshall Brickman
 willard_huyck                        |  6857 | Willard Huyck
 larry_and_andy_wachowski             |   789 | Larry and Andy Wachowski
 ed_decter                            |  5014 | Ed Decter
 1143611-john_mckay                   |  8556 | John McKay
 ss_wilson                            |  7171 | S.S. Wilson
 kent_alterman                        |  9741 | Kent Alterman
 1146513-tim_reid                     |    82 | Tim Reid
 jamie_uys                            |  6005 | Jamie Uys
 zev_berman                           |  7519 | Zev Berman
 katt_shea                            |  2813 | Katt Shea
 simon_langton                        |  5601 | Simon Langton
 ben_stiller                          |  9935 | Ben Stiller
 luca_bercovici                       |  3654 | Luca Bercovici
 leslie_megahey                       |  6124 | Leslie Megahey
 bill_krohn                           |  8422 | Bill Krohn
 greg_whiteley                        |  8888 | Greg Whiteley
 jill_goldman                         |   171 | Jill Goldman
 alex_gibney                          |  9872 | Alex Gibney
 deborah_warner                       |  3281 | Deborah Warner
 allan_miller                         |  4400 | Allan Miller
 _0944981                             |  7167 | Greg Yaitanes
 michael_apted                        |  9449 | Michael Apted
 satyajit_ray                         | 10000 | Satyajit Ray
 amanda_poe                           |  2398 | Amanda Poe
 ettore_scola                         |  8689 | Ettore Scola
 henry_winkler                        |  8738 | Henry Winkler
 edoardo_ponti                        |  5272 | Edoardo Ponti
 joseph_vilsmaier                     |  2266 | Joseph Vilsmaier
 michael_schultz                      |  8597 | Michael Schultz
 nick_hurran                          |  7738 | Nick Hurran
 jeroen_krabbe                        |  7027 | Jeroen Krabbé
 abe_levitow                          |  6011 | Abe Levitow
 corey_yuen                           |  9315 | Corey Yuen
 jeanpierre_melville                  |  9144 | Jean-Pierre Melville
 nick_love                            |  9008 | Nick Love
 yann_samuell                         |  7933 | Yann Samuell
 angela_robinson_iii                  |  8729 | Angela Robinson (III)
 gus_trikonis                         |  5496 | Gus Trikonis
 _0587706                             |  7053 | Stuart Millar
 john_hillcoat                        |  8872 | John Hillcoat
 bille_august                         |  6312 | Bille August
 mira_nair                            |  9399 | Mira Nair
 davis-guggenheim                     |  9469 | Davis Guggenheim
 michael_haneke                       |  9750 | Michael Haneke
 pascal_bonitzer                      | 10128 | Pascal Bonitzer
 laslo_benedek                        |  3074 | Laslo Benedek
 hiroyuki_yamaga                      |  6689 | Hiroyuki Yamaga
 lisa_lax                             |  8884 | Lisa Lax
 mike_cahill                          |  9624 | Mike Cahill
 rob_reiner                           |  9672 | Rob Reiner
 jonathan_wacks                       |  8417 | Jonathan Wacks
 michael_verhoeven                    |  9823 | Michael Verhoeven
 john_mackenzie                       |  7096 | John Mackenzie
 thomas_k_avildsen                    |  4100 | Thomas K. Avildsen
 hugh_johnson                         |  2593 | Hugh Johnson
 chuck_russell                        |  7810 | Chuck Russell
 michael_ray_rhodes                   |  1035 | Michael Ray Rhodes
 patty_jenkins                        |  6729 | Patty Jenkins
 steve_guttenberg                     |  5630 | Steve Guttenberg
 alan_myerson                         |  5417 | Alan Myerson
 ronny_yu                             |  8233 | Ronny Yu
 1033700-henry_miller                 |  9814 | Henry Miller
 john_lasseter                        |  9099 | John Lasseter
 douglas_day_stewart                  |  4995 | Douglas Day Stewart
 mihalis_kakogiannis                  |  7826 | Mihalis Kakogiannis
 johnathan_demme                      |  9015 | Johnathan Demme
 david_atkins                         |  4566 | David Atkins
 robert_bierman                       |  4354 | Robert Bierman
 abbasmustan                          |   880 | Abbas-Mustan
 ousmane_sembene                      |  8466 | Ousmane Sembene
 miguel_arteta                        |  3496 | Miguel Arteta
 andrew_niccol                        | 10065 | Andrew Niccol
 glenn_gordon_caron                   |  6419 | Glenn Gordon Caron
 tsai_mingliang                       |   794 | Tsai Ming-Liang
 pascal_laugier                       |  9998 | Pascal Laugier
 keith-fulton                         |  9136 | Keith Fulton
 bryan_barber                         |  9187 | Bryan Barber
 ake-sandgren                         |   548 | Åke Sandgren
 gary_sinyor                          |  2757 | Gary Sinyor
 terry_hughes                         |  5720 | Terry Hughes
 michael_cimino                       |  7624 | Michael Cimino
 sidney_franklin                      |  3166 | Sidney Franklin
 andrzej_bartkowiak                   |  8824 | Andrzej Bartkowiak
 pat_oconnor                          |  4288 | Pat O'Connor
 sara_botsford                        |  4611 | Sara Botsford
 michael_corrente                     |  9571 | Michael Corrente
 billy_wilder                         |  9274 | Billy Wilder
 maya_angelou                         |  2209 | Maya Angelou
 takashi_ishii                        |  8246 | Takashi Ishii
 geoffrey-g-bowers                    |  1003 | Geoffrey G. Bowers
 adam_brooks                          |  9732 | Adam Brooks
 jun_fukuda                           |  8553 | Jun Fukuda
 gus_van_sant                         | 10089 | Gus Van Sant
 thomas_j_wright                      |  4307 | Thomas J. Wright
 randall_wallace                      |  4813 | Randall Wallace
 lewis_seiler                         |  4588 | Lewis Seiler
 lucrecia_martel                      |  4496 | Lucrecia Martel
 1040953-nick_castle                  |  7580 | Nick Castle
 gary_j_tunnicliffe                   |  5323 | Gary J. Tunnicliffe
 alain_tanner                         |  3191 | Alain Tanner
 frank_a_cappello                     |  9703 | Frank A. Cappello
 scott-kalvert                        |  4998 | Scott Kalvert
 garry_marshall                       |  9460 | Garry Marshall
 jordan_susman                        |  6144 | Jordan Susman
 christopher_leitch                   |  8551 | Christopher Leitch
 craig_ferguson                       |  6182 | Craig Ferguson
 dennis_gansel                        | 10022 | Dennis Gansel
 james_orr                            |  6586 | James Orr
 jessica_bendinger                    |  9087 | Jessica Bendinger
 jerry_garcia                         |  8411 | Jerry Garcia
 eric_schwab                          |  4514 | Eric Schwab
 1048166-shawn_levy                   |  9153 | Shawn Levy
 1094889-richard_brooks               |   886 | Richard Brooks (VI)
 1180692-julie_gavras                 |  9651 | Julie Gavras
 khyentse_norbu                       |  8527 | Khyentse Norbu
 grigori_chukhraj_and_valentin_yezhov |  5019 | Grigori Chukhraj & Valentin Yezhov
 stan_lim                             |  8841 | Stan Lim
 peter_joseph                         |  9760 | Peter Joseph
 1009699-bill_maher                   |  9876 | Bill Maher
 david_wagreich                       |  7301 | David Wagreich
 jim_sharman                          |  5488 | Jim Sharman
 stuart_heisler                       |  9875 | Stuart Heisler
 milcho_manchevski                    |  7550 | Milcho Manchevski
 martin_bell                          |  5808 | Martin Bell
 christian_carion                     |  8905 | Christian Carion
 arturo_ripstein                      |  8611 | Arturo Ripstein
 tomas_gutierrez_alea                 |   310 | Tomás Gutiérrez Alea
 anthony_harvey                       |  4109 | Anthony Harvey
 eugene_levy                          |  6755 | Eugene Levy
 hal_salwen                           |   603 | Hal Salwen
 cheech_marin                         |  3778 | Cheech Marin
 _0566506                             |  1540 | Bret McCormick
 lewis_john_carlino                   |  2882 | Lewis John Carlino
 john_llewellyn_moxey                 |  3190 | John Llewellyn Moxey
 edward_ludwig                        |  5884 | Edward Ludwig
 julia_sweeney                        |  2271 | Julia Sweeney
 _1783083                             |  4112 | Gina Glickman
 siddharth_randeria                   |    32 | Siddharth Randeria
 770694539                            |  9721 | Martin McDonagh
 terry_zwigoff                        |  9093 | Terry Zwigoff
 fridrik_thor_fridriksson             |   616 | Fridrik Thor Fridriksson
 thorkranong_sirchua                  |  6996 | Thorkranong Sirchua
 daniel_goldberg                      |  4183 | Daniel Goldberg
 penek_ratanaruang                    |  8321 | Pen-Ek Ratanaruang
 john_allison                         |  2779 | John Allison
 richard_shepard                      |  9569 | Richard Shepard
 volker_schloendorff                  |  8606 | Volker Schlöndorff
 walt_disney                          |  1890 | Walt Disney
 sidney_poitier                       |  8204 | Sidney Poitier
 cetin_inanc                          |  5564 | Çetin Inanç
 king_vidor                           |  8600 | King Vidor
 dermot_boyd                          |  8356 | Dermot Boyd
 agustin_villaronga                   |  7625 | Agustí Villaronga
 directorjohn_cassavetes              |  3018 | Director:John Cassavetes
 val_guest                            |  4098 | Val Guest
 michael_steinberg                    |  6103 | Michael Steinberg
 rob_mckittrick                       |  8826 | Rob McKittrick
 david_duchovny                       |  8665 | David Duchovny
 ryu_murakami                         |  5689 | Ryu Murakami
 luc_besson                           |  9327 | Luc Besson
 arthur_h_nadel                       |  4525 | Arthur H. Nadel
 aaron_kim_johnston                   |   976 | Aaron Kim Johnston
 robert_dornhelm                      |  1586 | Robert Dornhelm
 robert_n_bradbury                    |  9650 | Robert N. Bradbury
 bruce_hendricks                      |  3946 | Bruce Hendricks
 pablo_trapero                        |  6709 | Pablo Trapero
 gilbert_adler                        |   772 | Gilbert Adler
 susan_stroman                        |  8959 | Susan Stroman
 _0000649                             |  4993 | Paul Sorvino
 michael_karbelnikoff                 |  6440 | Michael Karbelnikoff
 john_wayne                           |  8575 | John Wayne
 diane_keaton                         |  7072 | Diane Keaton
 _0119819                             | 10058 | Veljko Bulajic
 michael_rymer                        |  8304 | Michael Rymer
 martin_rosen                         |  9307 | Martin Rosen
 wd_richter                           |  2820 | W.D. Richter
 errol_morris                         |  9879 | Errol Morris
 norman_foster                        |   916 | Norman Foster
 romuald_karmakar                     |  5649 | Romuald Karmakar
 carol_reed                           |  9138 | Carol Reed
 cindy-sherman                        |  1536 | Cindy Sherman
 kunihiko_yuyama                      |  3928 | Kunihiko Yuyama
 gregory_nava                         |  9554 | Gregory Nava
 franco_amurri                        |  5298 | Franco Amurri
 richard_rush                         |  6773 | Richard Rush
 conrad_rooks                         |  7478 | Conrad Rooks
 tom_gries                            |  9846 | Tom Gries
 roger_corman                         |  7313 | Roger Corman
 julian_richards                      |  8425 | Julian Richards
 bernard_mceveety                     |  3316 | Bernard McEveety
 fenton_bailey                        |  8940 | Fenton Bailey
 catherine_breillat                   |  9904 | Catherine Breillat
 julie_taymor                         |  9511 | Julie Taymor
 richard_compton                      |  9386 | Richard Compton
 shane_meadows                        |  9455 | Shane Meadows
 rose_troche                          |  5827 | Rose Troche
 gary_david_goldberg                  |  8768 | Gary David Goldberg
 michael_wadleigh                     |  7162 | Michael Wadleigh
 edward_neumeier                      | 10114 | Edward Neumeier
 charles_laughton                     |  6587 | Charles Laughton
 sidney_j_furie                       |  9963 | Sidney J. Furie
 frank_whaley                         |  5574 | Frank Whaley
 serif-goren                          |  5765 | Serif Gören
 karen_moncrieff                      |  5942 | Karen Moncrieff
 martin_davidson                      |  4845 | Martin Davidson
 jeff_lowell                          |  9717 | Jeff Lowell
 matty-rich                           |   457 | Matty Rich
 jerry-schatzberg                     |  8123 | Jerry Schatzberg
 vilgot_sjoman                        |  5865 | Vilgot Sjöman
 danny_leiner                         |  7745 | Danny Leiner
 richard_dutcher                      |  3930 | Richard Dutcher
 1180189-etgar_keret                  |  9761 | Etgar Keret
 dov_kelemer                          |  4491 | Dov Kelemer
 aki_kaurismaeki                      |  9973 | Aki Kaurismäki
 peter_sehr                           |  5984 | Peter Sehr
 kevin_knoblock                       |  7941 | Kevin Knoblock
 robert_butler                        |  7518 | Robert Butler
 anthony_drazan                       |  5106 | Anthony Drazan
 richard_lester                       |  8566 | Richard Lester
 frank_popper                         |   869 | Frank Popper
 ronald_f_maxwell                     |  5798 | Ronald F. Maxwell
 peter_docter                         |  4556 | Pete Docter
 derek_jarman                         |  6059 | Derek Jarman
 luis_mandoki                         |  8720 | Luis Mandoki
 f_gary_gray                          |  8543 | F. Gary Gray
 mohsen_makhmalbaf                    |  1413 | Mohsen Makhmalbaf
 robert_guediguian                    |  4553 | Robert Guediguian
 robin_budd                           |  4771 | Robin Budd
 john_polson                          |  8475 | John Polson
 rick_de_oliveira                     |  5933 | Rick de Oliveira
 _0365311                             |  1518 | Scott Harris
 luis_estrada                         |  6870 | Luis Estrada
 robert_zemeckis                      |  9642 | Robert Zemeckis
 pascale_bailly                       |  5448 | Pascale Bailly
 allen_hughes                         |  4536 | Allen Hughes
 mark_helfrich                        |  9580 | Mark Helfrich
 david_cronenberg                     |  9570 | David Cronenberg
 george_hickenlooper                  |  9375 | George Hickenlooper
 michael_dougherty                    |  2238 | Michael Dougherty
 christina_andreef                    |  3131 | Christina Andreef
 1105876-mark_christopher             |  1973 | Mark Christopher
 douglas-keeve                        |   197 | Douglas Keeve
 oliver_jongerlynck                   |  8882 | Oliver Jongerlynck
 1187216-steven_sebring               |  9831 | Steven Sebring
 guy_ferland                          |  7124 | Guy Ferland
 david_teboul                         |  8394 | David Teboul
 james_gunn                           |  9065 | James Gunn
 _0005789                             |  4484 | Rudolph Maté
 albert_lamorisse                     |  9188 | Albert Lamorisse
 marcel_langenegger                   |  9804 | Marcel Langenegger
 mikael_ekman                         |  5706 | Mikael Ekman
 1158985-alexander_witt               |  7793 | Alexander Witt
 daniel_j_sullivan                    |  1254 | Daniel J. Sullivan
 james_d_parriott                     |  2125 | James D. Parriott
 donald_wrye                          |  4001 | Donald Wrye
 rod_hardy                            |  9568 | Rod Hardy
 betty_kaplan                         |   669 | Betty Kaplan
 abbas_kiarostami                     |  8267 | Abbas Kiarostami
 lesley_selander                      |  4805 | Lesley Selander
 desmond_nakano                       |   200 | Desmond Nakano
 jaume_colletserra                    |  8674 | Jaume Collet-Serra
 colin_nutley                         |  8231 | Colin Nutley
 norio_tsuruta                        |  8643 | Norio Tsuruta
 richard_wherrett                     |   623 | Richard Wherrett
 harve_foster                         |  1887 | Harve Foster
 robert_lepage                        |    58 | Robert Lepage
 wych_kaosayananda                    |  5250 | Wych Kaosayananda
 _0532467                             |  7176 | Lorene Machado
 adam_simon                           |  3283 | Adam Simon
 stephen_low                          |  4535 | Stephen Low
 guy_ritchie                          | 10040 | Guy Ritchie
 stephen_higgins                      |  6585 | Stephen Higgins
 mitch_marcus                         |   750 | Mitch Marcus
 duncan_mclachlan                     |  1381 | Duncan McLachlan
 marcel_carne                         |  5995 | Marcel Carné
 arthur_barron                        |  8517 | Arthur Barron
 ron_koslow                           | 10174 | Ron Koslow
 jerry-rees                           |  5926 | Jerry Rees
 joseph_ruben                         | 10117 | Joseph Ruben
 jim_gillespie                        |  8812 | Jim Gillespie
 timo_vuorensola                      |  8865 | Timo Vuorensola
 slava_tsukerman                      |  5711 | Slava Tsukerman
 sergei-bodrov                        |  9752 | Sergei Bodrov
 niki_caro                            |  8868 | Niki Caro
 menahem_golan                        |  7790 | Menahem Golan
 ben_stassen                          |  9948 | Ben Stassen
 john_alan_schwartz                   |  5378 | John Alan Schwartz
 eric_till                            |  6351 | Eric Till
 robert_luketic                       |  9775 | Robert Luketic
 jerzy_hoffman                        |  7605 | Jerzy Hoffman
 sergio_leone                         |  7191 | Sergio Leone
 andrew_oconnor                       | 10011 | Andrew O'Connor
 robert_hamer                         |  6237 | Robert Hamer
 roger_vadim                          |  3544 | Roger Vadim
 1180768-jimmy_hayward                |  9749 | Jimmy Hayward
 joe_berlinger                        |  8370 | Joe Berlinger
 scott_j_gill                         |  4625 | Scott J. Gill
 michael_straczynski                  | 10039 | J. Michael Straczynski
 1053315-john_hughes                  |  6151 | John Hughes
 george_gallo                         |  9618 | George Gallo
 gerd_oswald                          |  8216 | Gerd Oswald
 iain_softley                         |  8781 | Iain Softley
 kaneto_shindo                        |  8063 | Kaneto Shindô
 michael_showalter                    |  8802 | Michael Showalter
 steve_carr                           |  9417 | Steve Carr
 brendan-malloy                       |  8431 | Brendan Malloy
 michael_katleman                     |  9336 | Michael Katleman
 dan_curtis                           |  1214 | Dan Curtis
 gordon_chan                          |  8243 | Gordon Chan
 jacques_tati                         |  8651 | Jacques Tati
 vincenzo_natali                      |  7155 | Vincenzo Natali
 sergei_eisenstein                    |  8001 | Sergei M. Eisenstein
 robert_mulligan                      |  7349 | Robert Mulligan
 _0734747                             |  2566 | Mic Rodgers
 lauren_lazin                         |  6522 | Lauren Lazin
 claude_lelouch                       |  9865 | Claude Lelouch
 dean_murphy                          |  6122 | Dean Murphy
 renny_harlin                         |  9702 | Renny Harlin
 john_irvin                           |  8582 | John Irvin
 pierre_de_moro                       |  5739 | Pierre De Moro
 bill_plympton                        |  1974 | Bill Plympton
 pochih_leong                         |  3498 | Po-Chih Leong
 daisy_von_scherler_mayer             |  5680 | Daisy von Scherler Mayer
 mark_rosman                          |  8723 | Mark Rosman
 richard_taylor                       |  9301 | Richard Taylor
 geoffrey_wright                      |   503 | Geoffrey Wright
 david_drury                          |  6065 | David Drury
 meiert-avis                          |  8804 | Meiert Avis
 iara_lee                             |   947 | Iara Lee
 jordan_roberts                       |  7841 | Jordan Roberts
 lavinia_currier                      |  1688 | Lavinia Currier
 deryn_warren                         |  6541 | Deryn Warren
 taylor_hackford                      |  8183 | Taylor Hackford
 suri_krishnamma                      |   373 | Suri Krishnamma
 bo_welch                             |  6525 | Bo Welch
 dziga_verto                          |  6028 | Dziga Vertov
 christophe_barratier                 |  8346 | Christophe Barratier
 tom_decerchio                        |   666 | Tom DeCerchio
 zack_snyder                          |  9390 | Zack Snyder
 michael_miller                       |  4649 | Michael Miller
 jefery_levy                          |   374 | Jefery Levy
 theodore_witcher                     |  1332 | Theodore Witcher
 lea_pool                             |  4073 | Léa Pool
 1041838-tom_holland                  |  4994 | Tom Holland
 barry_shear                          |  7204 | Barry Shear
 jesse_moss                           |  5509 | Jesse Moss
 cedric_klapisch                      |  8757 | Cédric Klapisch
 jean_renoir                          |  9290 | Jean Renoir
 lewis_coates                         |  6417 | Luigi Cozzi
 paul_weitz                           |  8399 | Paul Weitz
 bob_radler                           |  4246 | Bob Radler
 lee_grant                            |  8755 | Lee Grant
 jeanclaude_lord                      |  4266 | Jean-Claude Lord
 roger_christian                      |  3302 | Roger Christian
 neema_barnette                       |  6477 | Neema Barnette
 tsui_pak_lam                         |  3215 | Tsui Pak Lam
 pooja_bhatt                          |  9286 | Pooja Bhatt
 don__edmonds                         |  3546 | Don  Edmonds
 janusz_kaminski                      |  3649 | Janusz Kaminski
 annette-haywoodcarter                |   765 | Annette Haywood-Carter
 christian_nyby                       |  2425 | Christian Nyby
 jean_francois_pouliot                |  7298 | Jean-François Pouliot
 _0442455                             |   594 | Mika Kaurismäki
 jeremiah_s_chechik                   |  2198 | Jeremiah S. Chechik
 michael_mayer_vi                     |  9259 | Michael Mayer (VI)
 rouben_mamoulian                     |  7364 | Rouben Mamoulian
 nancy_savoca                         |  7459 | Nancy Savoca
 john_farrow                          |  8934 | John Farrow
 steven_seagal                        |  7094 | Steven Seagal
 sally_mattison                       |  3634 | Sally Mattison
 benjamin_christensen                 |  7944 | Benjamin Christensen
 quentin_tarantino                    |  9487 | Quentin Tarantino
 doug_pray                            |  9863 | Doug Pray
 craig_rosenberg                      |  9028 | Craig Rosenberg
 ed_solomon                           |  5893 | Ed Solomon
 robert_b_weide                       |  9993 | Robert B. Weide
 noam_murro                           |  9776 | Noam Murro
 _0201304                             |  3920 | Gregory Poirier
 robert_singer                        |   681 | Robert Singer
 frederik_du_chau                     |  9521 | Frederik Du Chau
 bob-giraldi                          |  4443 | Bob Giraldi
 alejandro_gonzalez_inniaritu         |  9139 | Alejandro González Iñárritu
 ryan_fleck                           |  9174 | Ryan Fleck
 douglas_cheek                        |  3909 | Douglas Cheek
 daniel_myrick                        |  5030 | Daniel Myrick
 adam_resnick                         |   411 | Adam Resnick
 theo-avgerinos                       | 10034 | Theo Avgerinos
 istvan_szabo                         |  8579 | István Szabó
 graeme_clifford                      |  7683 | Graeme Clifford
 1042523-george_miller                |  9280 | George Miller
 luis_valdez                          |  5544 | Luis Valdez
 377794703                            |   784 | Sönke Wortmann
 hiroshi_inagaki                      |  8037 | Hiroshi Inagaki
 deepa-mehta                          |  6282 | Deepa Mehta
 nnegest_likke                        |  9067 | Nnegest Likké
 jeff-blitz                           |  9542 | Jeff Blitz
 1059231-john_waters                  |  8201 | John Waters
 andreykonchalovskiy                  |  5936 | Andrey Konchalovskiy
 theodore_j_flicker                   |  7668 | Theodore J. Flicker
 charlie_peters                       |  7280 | Charlie Peters
 eli_roth                             |  9479 | Eli Roth
 basil_gelpke_ray_mccormack           |  4389 | Basil Gelpke & Ray McCormack
 erik_van_looy                        |  8352 | Erik Van Looy
 anthony_hickox                       |  4359 | Anthony Hickox
 paul_haggis                          |  9566 | Paul Haggis
 rob_moss                             |  7573 | Rob Moss
 doug_atchison                        |  9057 | Doug Atchison
 1045216-jim_mckay                    |  8485 | Jim McKay
 _0290371                             |  5548 | Pietro Francisci
 sam_green                            |  7265 | Sam Green
 allen_baron                          |  9909 | Allen Baron
 1190387-nic_balthazar                | 10145 | Nic Balthazar
 terry_gilliam                        |  9176 | Terry Gilliam
 peter_r_hunt                         |  5366 | Peter R. Hunt
 julien_duvivier                      |  9335 | Julien Duvivier
 roger_nygard                         |  2456 | Roger Nygard
 toshiaki_toyoda                      |  7741 | Toshiaki Toyoda
 bruce_campbell                       |  5755 | Bruce Campbell
 _0523821                             |  8977 | Olaf Lubaszenko
 monte_hellman                        |  5838 | Monte Hellman
 sue-kramer                           |  9373 | Sue Kramer
 eugene_jarecki                       |  8821 | Eugene Jarecki
 dmitri_vasilyev                      |  7109 | Dmitri Vasilyev
 shonda_rhimes                        | 10161 | Shonda Rhimes
 wang_xiaoshuai                       |  4731 | Wang Xiaoshuai
 rick_stevenson                       |  8482 | Rick Stevenson
 _0111656                             |  4382 | Peter Brook
 yuen_woping                          |  8149 | Woo-ping Yuen
 marc_rosenbush                       | 10041 | Marc Rosenbush
 franc_roddam                         |  4482 | Franc Roddam
 walt_becker                          |  9387 | Walt Becker
 hubert-sauper                        |  8853 | Hubert Sauper
 paul_j_bolger                        |  9322 | Paul J. Bolger
 edwin_s_porter                       |  6564 | Edwin S. Porter
 john_badham                          |  8155 | John Badham
 sam_wood                             |  7516 | Sam Wood
 david_r_ellis                        |  9150 | David R. Ellis
 ken_klein                            |  7141 | Ken Klein
 charles_crichton                     |  5244 | Charles Crichton
 bill_paxton                          |  8837 | Bill Paxton
 jean-bach                            |   576 | Jean Bach
 zelda_barron                         |  4037 | Zelda Barron
 jack-baxter                          |   389 | Jack Baxter
 leon_ichaso                          |  9523 | Leon Ichaso
 agnes_varda                          |  9329 | Agnès Varda
 andre_techine                        |  7003 | Andre Techine
 lang_elliott                         |  3664 | Lang Elliott
 sharon-maguire                       |  3933 | Sharon Maguire
 maria_maggenti                       |  9434 | Maria Maggenti
 david_hare                           |  8416 | David Hare
 george_waggner                       |  6030 | George Waggner
 cicely_tyson                         |  2766 | Cicely Tyson
 henry_hathaway                       |  8605 | Henry Hathaway
 allan_moyle                          |  6411 | Allan Moyle
 leslie_norman                        |  3576 | Leslie Norman
 1172948-robert_wilson                |  9339 | Robert Wilson
 phyllida_lloyd                       |  9884 | Phyllida Lloyd
 jed_weintrob                         |  6088 | Jed Weintrob
 ellory_elkayem                       |  5126 | Ellory Elkayem
 sam_peckinpah                        |  9803 | Sam Peckinpah
 michael_lembeck                      |  9271 | Michael Lembeck
 marshall_herskovitz                  |  7282 | Marshall Herskovitz
 jose_padilha                         |  9622 | José Padilha
 guiseppe_tornatore                   |  8245 | Giuseppe Tornatore
 deborah_kaplan                       |  1684 | Deborah Kaplan
 craig_brewer                         |  9372 | Craig Brewer
 herman_shumlin                       |  7006 | Herman Shumlin
 don-hawks                            |  1945 | Don Hawks
 hany-abuassad                        |  8942 | Hany Abu-Assad
 oliver_hirschbiegel                  |  9544 | Oliver Hirschbiegel
 jon_favreau                          |  9810 | Jon Favreau
 christopher_crowe                    |  7817 | Christopher Crowe
 1054857-peter_duncan                 |  2369 | Peter Duncan
 bharat_nalluri                       |  9764 | Bharat Nalluri
 ken-shapiro                          |  8128 | Ken Shapiro
 elia_kazan                           |  8604 | Elia Kazan
 zoe_r_cassavetes                     |  9512 | Zoe R. Cassavetes
 david_kim                            |  9545 | David Kim
 ron-casden                           |  6433 | Ron Casden
 krzysztof_kieslowski                 |  9999 | Krzysztof Kieslowski
 pen_densham                          |   617 | Pen Densham
 cesc_gay                             |  3835 | Cesc Gay
